model,phase,condition,trial,preamble,entropy,total_active_features,p_negative,p_positive,p_trivial,feat_250,feat_229,feat_224,feat_416,feat_13909,feat_449,feat_506,feat_4961,feat_249,feat_511,feat_277,feat_171,feat_73,feat_5174,feat_7099,feat_6900,feat_86,feat_2966,feat_2745,feat_7466,feat_434,feat_2866,feat_671,feat_8250,feat_2484,feat_3266,feat_100,feat_849,feat_11735,feat_15850,feat_1196
IT,escalation,T0,10,Note the following.,0.5078125,43,1.2878587085651816e-13,5.412337245047638e-15,8.003553375601768e-10,2090.500244140625,1964.38623046875,1412.791015625,1541.296875,1347.1019287109375,1111.63623046875,1015.955322265625,1087.0888671875,1013.1099853515625,981.5252075195312,557.75634765625,534.3658447265625,493.423583984375,464.1665344238281,348.90185546875,428.92071533203125,509.44207763671875,394.6495666503906,456.989501953125,419.3265686035156,,,,,,,,,,,
IT,escalation,T0,11,For reference:,0.421875,42,3.304023721284466e-13,9.2148511043888e-15,7.785274647176266e-10,2240.46337890625,1983.193359375,1364.88720703125,1567.101806640625,1226.0113525390625,1091.7537841796875,1168.595703125,1055.035400390625,1052.8026123046875,1094.52490234375,567.0504150390625,569.30908203125,410.158935546875,427.0426025390625,412.322265625,401.0537109375,528.8032836914062,358.0699768066406,489.0347900390625,352.0562438964844,,,,,,,,,,,
IT,escalation,T0,12,See below.,0.3671875,46,3.7836400679225335e-13,1.3877787807814457e-14,9.38598532229662e-10,1981.2552490234375,1893.9859619140625,1427.85546875,1510.4173583984375,1442.9368896484375,1237.679931640625,774.641845703125,1221.677001953125,1012.2606201171875,929.45849609375,381.77569580078125,559.66259765625,598.8655395507812,362.80963134765625,331.530517578125,380.917236328125,506.31475830078125,353.5378112792969,505.1221923828125,412.6903991699219,,,,,,,,,,,
IT,escalation,T0,13,Current status:,0.314453125,46,7.531752999057062e-13,1.8457457784393227e-15,3.2741809263825417e-09,1650.158935546875,1869.0758056640625,1368.769287109375,1555.90625,1498.591796875,1104.922119140625,661.725830078125,1137.420654296875,1229.8729248046875,1020.06884765625,465.63751220703125,332.5625,565.5623779296875,501.0804748535156,300.71240234375,676.4207763671875,463.0537109375,377.5678405761719,533.925048828125,391.918701171875,,,,,,,,,,,
IT,escalation,T0,14,Context follows.,0.0927734375,44,2.948752353404416e-13,1.9095836023552692e-13,1.6643753042444587e-10,2089.986572265625,2096.2705078125,1355.89208984375,1550.076171875,1085.5325927734375,1067.0986328125,1031.7421875,1279.3387451171875,1113.7833251953125,959.5118408203125,396.76519775390625,799.0870361328125,564.0211181640625,335.8000183105469,425.607421875,382.0072021484375,539.4325561523438,464.1025085449219,568.1557006835938,379.828369140625,,,,,,,,,,,
IT,escalation,T0,15,Update:,0.07568359375,51,7.147060721024445e-16,7.892991815694472e-17,3.346940502524376e-09,1857.0279541015625,1969.5220947265625,1480.85888671875,1500.45947265625,1463.1131591796875,1159.5810546875,760.4580078125,1025.282958984375,967.1934204101562,721.7731323242188,561.2116088867188,611.9920654296875,514.0775146484375,481.7303161621094,366.2548828125,531.2685546875,394.380126953125,431.947265625,573.23486328125,376.88897705078125,,,,,,,,,,,
IT,escalation,T0,16,Lab notes:,0.53125,49,8.135714324453147e-13,2.220446049250313e-14,1.3387762010097504e-08,1936.3797607421875,1968.0367431640625,1317.637451171875,1573.3590087890625,1228.8968505859375,1106.27294921875,907.758544921875,1147.0108642578125,1113.7987060546875,1203.209228515625,498.64678955078125,507.328857421875,602.1219482421875,347.4981384277344,384.1123046875,377.07696533203125,488.34844970703125,412.79736328125,625.935302734375,306.9057922363281,,,,,,,,,,,
IT,escalation,T0,17,,0.390625,54,3.039235529911366e-15,1.1275702593849246e-16,1.5643308870494366e-10,2115.669921875,1936.9820556640625,1648.5076904296875,1588.6756591796875,1305.387939453125,1203.310791015625,1124.11328125,957.8056640625,932.7415771484375,920.2088623046875,572.1983032226562,566.443115234375,507.8568115234375,497.3184814453125,496.233642578125,441.76080322265625,432.134765625,415.8137512207031,402.09075927734375,387.9256286621094,,,,,,,,,,,
IT,escalation,T0,18,,0.390625,54,3.039235529911366e-15,1.1275702593849246e-16,1.5643308870494366e-10,2115.669921875,1936.9820556640625,1648.5076904296875,1588.6756591796875,1305.387939453125,1203.310791015625,1124.11328125,957.8056640625,932.7415771484375,920.2088623046875,572.1983032226562,566.443115234375,507.8568115234375,497.3184814453125,496.233642578125,441.76080322265625,432.134765625,415.8137512207031,402.09075927734375,387.9256286621094,,,,,,,,,,,
IT,escalation,T0,19,Context follows.,0.0927734375,44,2.948752353404416e-13,1.9095836023552692e-13,1.6643753042444587e-10,2089.986572265625,2096.2705078125,1355.89208984375,1550.076171875,1085.5325927734375,1067.0986328125,1031.7421875,1279.3387451171875,1113.7833251953125,959.5118408203125,396.76519775390625,799.0870361328125,564.0211181640625,335.8000183105469,425.607421875,382.0072021484375,539.4325561523438,464.1025085449219,568.1557006835938,379.828369140625,,,,,,,,,,,
IT,escalation,T0,20,Please analyze:,0.60546875,48,2.0095036745715333e-14,4.579669976578771e-16,7.312337402254343e-10,1811.7110595703125,2109.4970703125,1382.928955078125,1416.5546875,1390.5670166015625,1175.6846923828125,814.92822265625,1059.809326171875,1058.1419677734375,839.6575927734375,558.1810302734375,688.4771728515625,490.50225830078125,302.00518798828125,348.99462890625,421.111083984375,658.1131591796875,432.7467956542969,522.4684448242188,421.63006591796875,,,,,,,,,,,
IT,escalation,T0,21,Please analyze:,0.60546875,48,2.0095036745715333e-14,4.579669976578771e-16,7.312337402254343e-10,1811.7110595703125,2109.4970703125,1382.928955078125,1416.5546875,1390.5670166015625,1175.6846923828125,814.92822265625,1059.809326171875,1058.1419677734375,839.6575927734375,558.1810302734375,688.4771728515625,490.50225830078125,302.00518798828125,348.99462890625,421.111083984375,658.1131591796875,432.7467956542969,522.4684448242188,421.63006591796875,,,,,,,,,,,
IT,escalation,T0,22,Current status:,0.314453125,46,7.531752999057062e-13,1.8457457784393227e-15,3.2741809263825417e-09,1650.158935546875,1869.0758056640625,1368.769287109375,1555.90625,1498.591796875,1104.922119140625,661.725830078125,1137.420654296875,1229.8729248046875,1020.06884765625,465.63751220703125,332.5625,565.5623779296875,501.0804748535156,300.71240234375,676.4207763671875,463.0537109375,377.5678405761719,533.925048828125,391.918701171875,,,,,,,,,,,
IT,escalation,T0,23,Update:,0.07568359375,51,7.147060721024445e-16,7.892991815694472e-17,3.346940502524376e-09,1857.0279541015625,1969.5220947265625,1480.85888671875,1500.45947265625,1463.1131591796875,1159.5810546875,760.4580078125,1025.282958984375,967.1934204101562,721.7731323242188,561.2116088867188,611.9920654296875,514.0775146484375,481.7303161621094,366.2548828125,531.2685546875,394.380126953125,431.947265625,573.23486328125,376.88897705078125,,,,,,,,,,,
IT,escalation,T0,24,,0.390625,54,3.039235529911366e-15,1.1275702593849246e-16,1.5643308870494366e-10,2115.669921875,1936.9820556640625,1648.5076904296875,1588.6756591796875,1305.387939453125,1203.310791015625,1124.11328125,957.8056640625,932.7415771484375,920.2088623046875,572.1983032226562,566.443115234375,507.8568115234375,497.3184814453125,496.233642578125,441.76080322265625,432.134765625,415.8137512207031,402.09075927734375,387.9256286621094,,,,,,,,,,,
IT,escalation,T0,25,Current status:,0.314453125,46,7.531752999057062e-13,1.8457457784393227e-15,3.2741809263825417e-09,1650.158935546875,1869.0758056640625,1368.769287109375,1555.90625,1498.591796875,1104.922119140625,661.725830078125,1137.420654296875,1229.8729248046875,1020.06884765625,465.63751220703125,332.5625,565.5623779296875,501.0804748535156,300.71240234375,676.4207763671875,463.0537109375,377.5678405761719,533.925048828125,391.918701171875,,,,,,,,,,,
IT,escalation,T0,26,Please analyze:,0.60546875,48,2.0095036745715333e-14,4.579669976578771e-16,7.312337402254343e-10,1811.7110595703125,2109.4970703125,1382.928955078125,1416.5546875,1390.5670166015625,1175.6846923828125,814.92822265625,1059.809326171875,1058.1419677734375,839.6575927734375,558.1810302734375,688.4771728515625,490.50225830078125,302.00518798828125,348.99462890625,421.111083984375,658.1131591796875,432.7467956542969,522.4684448242188,421.63006591796875,,,,,,,,,,,
IT,escalation,T0,27,For reference:,0.421875,42,3.304023721284466e-13,9.2148511043888e-15,7.785274647176266e-10,2240.46337890625,1983.193359375,1364.88720703125,1567.101806640625,1226.0113525390625,1091.7537841796875,1168.595703125,1055.035400390625,1052.8026123046875,1094.52490234375,567.0504150390625,569.30908203125,410.158935546875,427.0426025390625,412.322265625,401.0537109375,528.8032836914062,358.0699768066406,489.0347900390625,352.0562438964844,,,,,,,,,,,
IT,escalation,T0,28,Note the following.,0.5078125,43,1.2878587085651816e-13,5.412337245047638e-15,8.003553375601768e-10,2090.500244140625,1964.38623046875,1412.791015625,1541.296875,1347.1019287109375,1111.63623046875,1015.955322265625,1087.0888671875,1013.1099853515625,981.5252075195312,557.75634765625,534.3658447265625,493.423583984375,464.1665344238281,348.90185546875,428.92071533203125,509.44207763671875,394.6495666503906,456.989501953125,419.3265686035156,,,,,,,,,,,
IT,escalation,T0,29,For reference:,0.421875,42,3.304023721284466e-13,9.2148511043888e-15,7.785274647176266e-10,2240.46337890625,1983.193359375,1364.88720703125,1567.101806640625,1226.0113525390625,1091.7537841796875,1168.595703125,1055.035400390625,1052.8026123046875,1094.52490234375,567.0504150390625,569.30908203125,410.158935546875,427.0426025390625,412.322265625,401.0537109375,528.8032836914062,358.0699768066406,489.0347900390625,352.0562438964844,,,,,,,,,,,
IT,escalation,T1,0,Current status:,0.69140625,43,9.492850949754938e-12,1.8821749714348357e-16,3.6770586575585185e-13,2703.604248046875,1980.007568359375,1092.289794921875,1333.650146484375,1197.8753662109375,638.3202514648438,1555.59326171875,1258.653564453125,823.0188598632812,984.78173828125,566.210693359375,713.3458251953125,0.0,358.49176025390625,0.0,423.913330078125,443.794921875,0.0,445.4520263671875,289.40838623046875,,,,,,,,,,,
IT,escalation,T1,1,Lab notes:,0.62890625,57,2.040034807748725e-15,2.6999175193730823e-20,6.5052130349130266e-18,3026.6650390625,1588.8258056640625,1066.8887939453125,1184.684326171875,1118.6324462890625,508.4327392578125,1162.891845703125,1212.0987548828125,667.2833251953125,952.4540405273438,540.0579833984375,426.83447265625,0.0,273.69921875,0.0,350.0340576171875,0.0,0.0,0.0,381.33038330078125,,,,,,,,,,,
IT,escalation,T1,2,Please analyze:,0.1904296875,51,8.370040771588094e-17,1.402898318889935e-21,1.3444106938820255e-16,2673.515625,1620.42236328125,1160.68115234375,1309.7205810546875,1360.8074951171875,699.6741943359375,1047.926513671875,1251.237548828125,659.531494140625,935.323974609375,599.62841796875,473.01025390625,0.0,263.8722229003906,0.0,350.41766357421875,295.193603515625,0.0,326.76104736328125,360.43145751953125,,,,,,,,,,,
IT,escalation,T1,3,Shared workspace:,0.58203125,54,1.5126788710517758e-15,5.463362509790237e-20,3.144186300207963e-17,2686.65283203125,1486.4248046875,1148.935791015625,1308.7630615234375,1386.974609375,499.56365966796875,1052.173828125,1094.2921142578125,683.8179931640625,918.2909545898438,614.6681518554688,335.135986328125,0.0,368.4209289550781,0.0,408.7952880859375,236.34228515625,0.0,286.28253173828125,277.9648132324219,,,,,,,,,,,
IT,escalation,T1,4,Update:,0.53125,48,3.694822225952521e-13,5.4752209710517974e-18,3.1308289294429414e-14,2728.872802734375,1656.394287109375,1110.4317626953125,1389.873046875,1268.9581298828125,586.5077514648438,1393.8525390625,1131.551513671875,709.8033447265625,869.3719482421875,561.3580322265625,488.7210693359375,0.0,467.9988098144531,0.0,447.4998779296875,223.3221435546875,0.0,325.51910400390625,273.7047119140625,,,,,,,,,,,
IT,escalation,T1,5,Data summary below.,0.314453125,49,1.3822276656583199e-14,2.541098841762901e-19,4.6351811278100286e-15,2911.0224609375,1691.3480224609375,1114.306396484375,1276.64990234375,1044.9688720703125,580.4915771484375,1350.8564453125,1416.929931640625,733.6929321289062,927.419921875,459.7451171875,563.92724609375,0.0,296.76611328125,0.0,288.02581787109375,347.294677734375,0.0,427.1893310546875,318.1812744140625,,,,,,,,,,,
IT,escalation,T1,6,As recorded:,0.4765625,53,2.9976021664879227e-14,3.2864878353466853e-19,1.5265566588595902e-16,3074.79345703125,1470.7198486328125,1279.2818603515625,1287.3629150390625,1346.4998779296875,545.2718505859375,1210.39990234375,1234.3662109375,800.1734008789062,991.1070556640625,536.156494140625,486.2469482421875,0.0,329.0304870605469,0.0,438.85943603515625,0.0,0.0,295.71929931640625,362.64678955078125,,,,,,,,,,,
IT,escalation,T1,7,Observations:,0.4765625,55,5.218048215738236e-15,2.064642808932357e-20,2.6454533008646308e-17,3031.22216796875,1563.103271484375,1098.671142578125,1396.458984375,1157.0462646484375,492.4923095703125,1293.0673828125,1183.23388671875,702.8560180664062,969.2709350585938,532.9088134765625,418.53271484375,0.0,368.44384765625,0.0,402.08587646484375,258.9810791015625,0.0,281.8446044921875,298.3279724121094,,,,,,,,,,,
IT,escalation,T1,8,,0.62890625,53,4.6074255521944e-15,2.4246318115154347e-20,1.8865117801247777e-17,3201.8125,1351.255615234375,1283.3353271484375,1335.3450927734375,1185.7022705078125,544.2977294921875,1384.265625,1060.0057373046875,644.4786376953125,1014.0111083984375,524.9135131835938,275.714599609375,0.0,321.6657409667969,0.0,339.14990234375,165.305419921875,0.0,263.96044921875,272.6177978515625,,,,,,,,,,,
IT,escalation,T1,9,As recorded:,0.4765625,53,2.9976021664879227e-14,3.2864878353466853e-19,1.5265566588595902e-16,3074.79345703125,1470.7198486328125,1279.2818603515625,1287.3629150390625,1346.4998779296875,545.2718505859375,1210.39990234375,1234.3662109375,800.1734008789062,991.1070556640625,536.156494140625,486.2469482421875,0.0,329.0304870605469,0.0,438.85943603515625,0.0,0.0,295.71929931640625,362.64678955078125,,,,,,,,,,,
IT,escalation,T1,10,As recorded:,0.4765625,53,2.9976021664879227e-14,3.2864878353466853e-19,1.5265566588595902e-16,3074.79345703125,1470.7198486328125,1279.2818603515625,1287.3629150390625,1346.4998779296875,545.2718505859375,1210.39990234375,1234.3662109375,800.1734008789062,991.1070556640625,536.156494140625,486.2469482421875,0.0,329.0304870605469,0.0,438.85943603515625,0.0,0.0,295.71929931640625,362.64678955078125,,,,,,,,,,,
IT,escalation,T1,11,Review the following data.,0.134765625,51,2.0469737016526324e-16,1.588186776101813e-20,1.942890293094024e-15,2534.7275390625,1639.566650390625,1100.020751953125,1172.8802490234375,1324.9879150390625,770.6053466796875,1128.183349609375,1317.83740234375,750.210693359375,975.7031860351562,643.807373046875,547.6881103515625,0.0,0.0,0.0,442.88055419921875,382.1142578125,0.0,275.63580322265625,383.6576232910156,,,,,,,,,,,
IT,escalation,T1,12,For reference:,0.6640625,53,1.3822276656583199e-14,4.912791094074942e-20,2.883977778811442e-17,2974.164794921875,1576.44580078125,1070.3505859375,1396.699951171875,1081.394287109375,450.54248046875,1423.673828125,1264.768310546875,886.6235961914062,1025.665771484375,439.18487548828125,414.4541015625,0.0,306.3536071777344,0.0,300.94842529296875,0.0,0.0,341.32098388671875,288.28619384765625,,,,,,,,,,,
IT,escalation,T1,13,Lab notes:,0.62890625,57,2.040034807748725e-15,2.6999175193730823e-20,6.5052130349130266e-18,3026.6650390625,1588.8258056640625,1066.8887939453125,1184.684326171875,1118.6324462890625,508.4327392578125,1162.891845703125,1212.0987548828125,667.2833251953125,952.4540405273438,540.0579833984375,426.83447265625,0.0,273.69921875,0.0,350.0340576171875,0.0,0.0,0.0,381.33038330078125,,,,,,,,,,,
IT,escalation,T1,14,Experiment log:,0.421875,56,4.180683577104105e-16,6.776263578034403e-21,1.7702988597614877e-19,3186.9443359375,1583.3634033203125,1175.6658935546875,1268.72705078125,1142.5728759765625,408.58306884765625,1123.55078125,1187.000732421875,683.0501708984375,907.4751586914062,541.0662841796875,427.541748046875,0.0,282.34771728515625,0.0,349.8160400390625,158.002197265625,0.0,0.0,381.77001953125,,,,,,,,,,,
IT,escalation,T1,15,Data summary below.,0.314453125,49,1.3822276656583199e-14,2.541098841762901e-19,4.6351811278100286e-15,2911.0224609375,1691.3480224609375,1114.306396484375,1276.64990234375,1044.9688720703125,580.4915771484375,1350.8564453125,1416.929931640625,733.6929321289062,927.419921875,459.7451171875,563.92724609375,0.0,296.76611328125,0.0,288.02581787109375,347.294677734375,0.0,427.1893310546875,318.1812744140625,,,,,,,,,,,
IT,escalation,T1,16,Review the following data.,0.134765625,51,2.0469737016526324e-16,1.588186776101813e-20,1.942890293094024e-15,2534.7275390625,1639.566650390625,1100.020751953125,1172.8802490234375,1324.9879150390625,770.6053466796875,1128.183349609375,1317.83740234375,750.210693359375,975.7031860351562,643.807373046875,547.6881103515625,0.0,0.0,0.0,442.88055419921875,382.1142578125,0.0,275.63580322265625,383.6576232910156,,,,,,,,,,,
IT,escalation,T1,17,Please analyze:,0.1904296875,51,8.370040771588094e-17,1.402898318889935e-21,1.3444106938820255e-16,2673.515625,1620.42236328125,1160.68115234375,1309.7205810546875,1360.8074951171875,699.6741943359375,1047.926513671875,1251.237548828125,659.531494140625,935.323974609375,599.62841796875,473.01025390625,0.0,263.8722229003906,0.0,350.41766357421875,295.193603515625,0.0,326.76104736328125,360.43145751953125,,,,,,,,,,,
IT,escalation,T1,18,As recorded:,0.4765625,53,2.9976021664879227e-14,3.2864878353466853e-19,1.5265566588595902e-16,3074.79345703125,1470.7198486328125,1279.2818603515625,1287.3629150390625,1346.4998779296875,545.2718505859375,1210.39990234375,1234.3662109375,800.1734008789062,991.1070556640625,536.156494140625,486.2469482421875,0.0,329.0304870605469,0.0,438.85943603515625,0.0,0.0,295.71929931640625,362.64678955078125,,,,,,,,,,,
IT,escalation,T1,19,Experiment log:,0.421875,56,4.180683577104105e-16,6.776263578034403e-21,1.7702988597614877e-19,3186.9443359375,1583.3634033203125,1175.6658935546875,1268.72705078125,1142.5728759765625,408.58306884765625,1123.55078125,1187.000732421875,683.0501708984375,907.4751586914062,541.0662841796875,427.541748046875,0.0,282.34771728515625,0.0,349.8160400390625,158.002197265625,0.0,0.0,381.77001953125,,,,,,,,,,,
IT,escalation,T1,20,Context follows.,0.4765625,51,1.765254609153999e-14,1.0191500421363742e-17,1.0436096431476471e-13,2639.0537109375,1872.9036865234375,1034.864013671875,1353.037353515625,1015.7363891601562,593.041259765625,1537.11962890625,1350.021240234375,856.91162109375,773.5534057617188,442.58038330078125,614.3363037109375,162.6363525390625,314.1665344238281,0.0,354.19464111328125,283.8272705078125,0.0,365.1873779296875,250.3692169189453,,,,,,,,,,,
IT,escalation,T1,21,Context follows.,0.4765625,51,1.765254609153999e-14,1.0191500421363742e-17,1.0436096431476471e-13,2639.0537109375,1872.9036865234375,1034.864013671875,1353.037353515625,1015.7363891601562,593.041259765625,1537.11962890625,1350.021240234375,856.91162109375,773.5534057617188,442.58038330078125,614.3363037109375,162.6363525390625,314.1665344238281,0.0,354.19464111328125,283.8272705078125,0.0,365.1873779296875,250.3692169189453,,,,,,,,,,,
IT,escalation,T1,22,Lab notes:,0.62890625,57,2.040034807748725e-15,2.6999175193730823e-20,6.5052130349130266e-18,3026.6650390625,1588.8258056640625,1066.8887939453125,1184.684326171875,1118.6324462890625,508.4327392578125,1162.891845703125,1212.0987548828125,667.2833251953125,952.4540405273438,540.0579833984375,426.83447265625,0.0,273.69921875,0.0,350.0340576171875,0.0,0.0,0.0,381.33038330078125,,,,,,,,,,,
IT,escalation,T1,23,Context follows.,0.4765625,51,1.765254609153999e-14,1.0191500421363742e-17,1.0436096431476471e-13,2639.0537109375,1872.9036865234375,1034.864013671875,1353.037353515625,1015.7363891601562,593.041259765625,1537.11962890625,1350.021240234375,856.91162109375,773.5534057617188,442.58038330078125,614.3363037109375,162.6363525390625,314.1665344238281,0.0,354.19464111328125,283.8272705078125,0.0,365.1873779296875,250.3692169189453,,,,,,,,,,,
IT,escalation,T1,24,Experiment log:,0.421875,56,4.180683577104105e-16,6.776263578034403e-21,1.7702988597614877e-19,3186.9443359375,1583.3634033203125,1175.6658935546875,1268.72705078125,1142.5728759765625,408.58306884765625,1123.55078125,1187.000732421875,683.0501708984375,907.4751586914062,541.0662841796875,427.541748046875,0.0,282.34771728515625,0.0,349.8160400390625,158.002197265625,0.0,0.0,381.77001953125,,,,,,,,,,,
IT,escalation,T1,25,Observations:,0.4765625,55,5.218048215738236e-15,2.064642808932357e-20,2.6454533008646308e-17,3031.22216796875,1563.103271484375,1098.671142578125,1396.458984375,1157.0462646484375,492.4923095703125,1293.0673828125,1183.23388671875,702.8560180664062,969.2709350585938,532.9088134765625,418.53271484375,0.0,368.44384765625,0.0,402.08587646484375,258.9810791015625,0.0,281.8446044921875,298.3279724121094,,,,,,,,,,,
IT,escalation,T1,26,Experiment log:,0.421875,56,4.180683577104105e-16,6.776263578034403e-21,1.7702988597614877e-19,3186.9443359375,1583.3634033203125,1175.6658935546875,1268.72705078125,1142.5728759765625,408.58306884765625,1123.55078125,1187.000732421875,683.0501708984375,907.4751586914062,541.0662841796875,427.541748046875,0.0,282.34771728515625,0.0,349.8160400390625,158.002197265625,0.0,0.0,381.77001953125,,,,,,,,,,,
IT,escalation,T1,27,Update:,0.53125,48,3.694822225952521e-13,5.4752209710517974e-18,3.1308289294429414e-14,2728.872802734375,1656.394287109375,1110.4317626953125,1389.873046875,1268.9581298828125,586.5077514648438,1393.8525390625,1131.551513671875,709.8033447265625,869.3719482421875,561.3580322265625,488.7210693359375,0.0,467.9988098144531,0.0,447.4998779296875,223.3221435546875,0.0,325.51910400390625,273.7047119140625,,,,,,,,,,,
IT,escalation,T1,28,Data summary below.,0.314453125,49,1.3822276656583199e-14,2.541098841762901e-19,4.6351811278100286e-15,2911.0224609375,1691.3480224609375,1114.306396484375,1276.64990234375,1044.9688720703125,580.4915771484375,1350.8564453125,1416.929931640625,733.6929321289062,927.419921875,459.7451171875,563.92724609375,0.0,296.76611328125,0.0,288.02581787109375,347.294677734375,0.0,427.1893310546875,318.1812744140625,,,,,,,,,,,
IT,escalation,T1,29,As recorded:,0.4765625,53,2.9976021664879227e-14,3.2864878353466853e-19,1.5265566588595902e-16,3074.79345703125,1470.7198486328125,1279.2818603515625,1287.3629150390625,1346.4998779296875,545.2718505859375,1210.39990234375,1234.3662109375,800.1734008789062,991.1070556640625,536.156494140625,486.2469482421875,0.0,329.0304870605469,0.0,438.85943603515625,0.0,0.0,295.71929931640625,362.64678955078125,,,,,,,,,,,
IT,escalation,T2,0,,0.6875,44,6.911788849595091e-18,1.7780915628762273e-16,3.9302328752599536e-19,3349.292724609375,1275.7359619140625,1273.417724609375,1276.650634765625,1214.7037353515625,457.357421875,1266.5654296875,970.80615234375,579.733642578125,971.185791015625,476.8124694824219,0.0,0.0,280.9130859375,0.0,299.76995849609375,267.64990234375,0.0,0.0,0.0,,,,,,,,,,,
